generation,tick,alive_agents,total_food,total_plants,total_seeds,mean_energy,mean_age,max_age,mean_fitness,avg_fertility,avg_moisture,wm_rollout_error
1,1000,30,442,182,351,104.49,272.5,514,20.958,0.9465,0.2198,
2,2000,30,503,249,524,99.996,382.57,694,31.29,0.9225,0.1396,
3,3000,30,187,220,354,104.37,368.23,785,22.467,0.9383,0.3206,
4,4000,29,167,98,373,105.436,395.0,792,36.817,0.9332,0.0706,
5,5000,30,198,126,198,101.217,366.3,766,22.661,0.944,0.634,
