generation,tick,alive_agents,total_food,total_plants,total_seeds,mean_energy,mean_age,max_age,mean_fitness,avg_fertility,avg_moisture,wm_rollout_error
1,1000,30,303,287,355,119.103,207.8,531,18.717,0.9344,0.7748,
2,2000,29,541,410,606,102.889,398.93,795,40.038,0.8858,0.3776,
3,3000,30,584,462,789,109.543,443.07,988,39.916,0.8547,0.3445,
4,4000,30,612,489,839,149.653,489.83,987,46.751,0.8394,0.4553,
5,5000,30,592,428,829,154.044,506.17,986,49.067,0.8475,0.1124,
