generation,tick,alive_agents,total_food,total_plants,total_seeds,mean_energy,mean_age,max_age,mean_fitness,avg_fertility,avg_moisture,wm_rollout_error
1,1000,30,612,601,711,106.206,296.83,631,30.319,0.9469,0.9034,
2,2000,30,1243,849,1174,176.719,374.07,932,76.637,0.8866,0.7566,
3,3000,30,1266,950,1460,186.169,373.07,931,91.379,0.8572,0.6512,
4,4000,30,1156,830,1543,186.639,372.07,930,102.749,0.8655,0.1443,
5,5000,30,1220,895,1200,188.788,376.3,965,110.292,0.8754,0.5659,
