generation,tick,alive_agents,total_food,total_plants,total_seeds,mean_energy,mean_age,max_age,mean_fitness,avg_fertility,avg_moisture,wm_rollout_error
1,1000,30,337,225,656,123.999,238.37,508,19.72,0.9262,0.0639,
2,2000,30,467,473,720,105.121,432.6,967,36.822,0.864,0.2795,
3,3000,30,340,496,910,103.078,450.27,931,39.595,0.8324,0.3449,
4,4000,30,626,518,842,102.822,465.87,959,37.825,0.8305,0.7372,
5,5000,30,462,330,758,104.985,449.9,979,37.95,0.8464,0.0539,
