generation,tick,alive_agents,total_food,total_plants,total_seeds,mean_energy,mean_age,max_age,mean_fitness,avg_fertility,avg_moisture,wm_rollout_error
1,1000,30,452,264,628,106.071,290.43,657,28.854,0.9221,0.0512,
2,2000,30,641,479,668,108.68,542.93,899,58.722,0.8892,0.444,
3,3000,30,624,582,1162,136.293,522.43,951,56.023,0.8256,0.3321,
4,4000,30,645,565,1051,162.641,521.43,950,60.663,0.8249,0.7288,
5,5000,30,456,585,884,166.372,520.43,949,56.19,0.8143,0.5457,
