generation,tick,alive_agents,total_food,total_plants,total_seeds,mean_energy,mean_age,max_age,mean_fitness,avg_fertility,avg_moisture,wm_rollout_error
1,1000,30,418,374,521,114.343,366.77,776,40.402,0.9103,0.4079,
2,2000,30,605,482,790,108.432,352.43,727,28.79,0.8632,0.6321,
3,3000,30,575,488,948,131.817,378.4,842,42.931,0.8327,0.1308,
4,4000,30,410,367,612,132.299,400.23,841,46.213,0.8603,0.2212,
5,5000,30,347,514,773,167.472,440.37,840,73.925,0.8326,0.3237,
