generation,tick,alive_agents,total_food,total_plants,total_seeds,mean_energy,mean_age,max_age,mean_fitness,avg_fertility,avg_moisture,wm_rollout_error
1,1000,29,121,71,294,107.141,248.0,610,15.998,0.9611,0.0756,
2,2000,30,160,83,154,106.05,301.47,568,18.997,0.9618,0.101,
3,3000,30,79,59,116,115.666,273.77,606,12.684,0.9601,0.2771,
4,4000,30,111,91,137,93.215,404.6,718,22.452,0.933,0.26,
5,5000,30,114,105,156,98.767,405.23,732,22.46,0.9031,0.3863,
