generation,tick,alive_agents,total_food,total_plants,total_seeds,mean_energy,mean_age,max_age,mean_fitness,avg_fertility,avg_moisture,wm_rollout_error
1,1000,30,714,639,697,95.082,352.67,724,17.141,0.9433,0.8746,
2,2000,30,1309,906,1357,148.185,543.3,992,42.457,0.8891,0.5968,
3,3000,30,990,858,1561,129.006,518.33,991,34.509,0.9074,0.4044,
4,4000,30,1241,1007,1786,168.158,549.8,990,49.233,0.8592,0.605,
5,5000,30,473,286,1134,144.854,534.67,984,40.271,0.9105,0.0575,
