generation,tick,alive_agents,total_food,total_plants,total_seeds,mean_energy,mean_age,max_age,mean_fitness,avg_fertility,avg_moisture,wm_rollout_error
1,1000,30,409,220,653,111.637,324.17,600,38.613,0.9625,0.0506,
2,2000,30,681,553,843,164.244,429.9,920,78.226,0.9392,0.387,
3,3000,30,319,165,698,169.72,442.7,934,108.547,0.9443,0.0516,
4,4000,30,543,497,709,176.933,414.83,933,90.744,0.9271,0.4165,
5,5000,30,728,502,980,188.351,422.93,932,144.835,0.8934,0.0734,
