generation,tick,alive_agents,total_food,total_plants,total_seeds,mean_energy,mean_age,max_age,mean_fitness,avg_fertility,avg_moisture,wm_rollout_error
1,1000,30,337,195,531,114.864,276.63,587,25.374,0.9299,0.0539,
2,2000,30,190,175,301,105.138,376.03,690,30.446,0.9431,0.1638,
3,3000,30,336,312,470,94.672,385.33,773,30.47,0.8897,0.6439,
4,4000,30,342,360,597,104.404,394.73,795,31.309,0.8491,0.2487,
5,5000,30,349,329,678,109.388,368.73,865,28.41,0.835,0.1586,
