generation,tick,alive_agents,total_food,total_plants,total_seeds,mean_energy,mean_age,max_age,mean_fitness,avg_fertility,avg_moisture,wm_rollout_error
1,1000,30,399,319,397,112.029,290.67,635,26.753,0.9346,0.978,
2,2000,30,683,459,735,124.318,414.57,971,42.571,0.8832,0.9781,
3,3000,30,700,541,967,143.493,450.47,993,48.622,0.8423,0.3423,
4,4000,30,691,536,1035,159.32,460.5,992,57.427,0.8398,0.8469,
5,5000,30,727,532,989,137.21,430.03,991,49.083,0.8277,0.2536,
