generation,tick,alive_agents,total_food,total_plants,total_seeds,mean_energy,mean_age,max_age,mean_fitness,avg_fertility,avg_moisture,wm_rollout_error
1,1000,30,544,418,450,103.834,206.9,443,17.022,0.9688,0.5359,
2,2000,30,865,712,1079,110.532,297.63,823,35.076,0.9109,0.4908,
3,3000,30,964,648,1279,116.804,279.13,602,33.319,0.9006,0.0824,
4,4000,30,200,341,320,99.381,365.23,821,46.599,0.9301,0.1376,
5,5000,30,676,377,686,115.269,343.77,715,41.412,0.9225,0.0838,
