generation,tick,alive_agents,total_food,total_plants,total_seeds,mean_energy,mean_age,max_age,mean_fitness,avg_fertility,avg_moisture,wm_rollout_error
1,1000,30,276,270,352,117.426,218.4,401,0.552,0.9393,0.4691,6.47689
2,2000,30,415,370,649,112.316,359.13,803,0.526,0.8998,0.1706,5.99853
3,3000,30,533,417,687,118.988,499.8,912,0.833,0.8689,0.2119,4.54288
4,4000,29,468,429,834,106.081,388.66,875,0.63,0.8591,0.414,4.23441
5,5000,30,613,369,704,145.998,447.17,996,0.847,0.8397,0.1957,4.57304
