generation,tick,alive_agents,total_food,total_plants,total_seeds,mean_energy,mean_age,max_age,mean_fitness,avg_fertility,avg_moisture,wm_rollout_error
1,1000,30,112,195,150,82.353,346.73,604,0.78,0.9637,0.3443,
2,2000,30,282,235,440,98.948,386.1,978,0.786,0.9239,0.0898,
3,3000,30,454,300,501,104.591,420.27,939,0.92,0.8851,0.0905,
4,4000,30,116,66,143,104.783,347.47,878,0.914,0.918,0.1118,
5,5000,30,128,101,210,111.004,499.23,916,0.799,0.9216,0.1823,
