generation,tick,alive_agents,total_food,total_plants,total_seeds,mean_energy,mean_age,max_age,mean_fitness,avg_fertility,avg_moisture,wm_rollout_error
1,1000,30,389,312,337,98.588,267.03,502,0.7,0.9396,0.4407,6.31167
2,2000,30,702,446,629,90.79,293.37,627,0.76,0.8887,0.2947,6.21644
3,3000,30,360,201,611,103.465,265.4,630,0.599,0.8923,0.0541,6.26248
4,4000,30,312,159,358,93.047,283.87,606,0.784,0.9382,0.0631,6.11867
5,5000,30,421,267,561,95.288,309.03,600,0.742,0.8995,0.0489,5.92989
