generation,tick,alive_agents,total_food,total_plants,total_seeds,mean_energy,mean_age,max_age,mean_fitness,avg_fertility,avg_moisture,wm_rollout_error
1,1000,30,97,53,245,107.966,233.33,495,0.667,0.9656,0.2056,
2,2000,30,148,105,167,88.204,374.37,662,0.941,0.9614,0.9646,
3,3000,30,154,107,236,115.12,289.13,694,0.622,0.9244,0.1262,
4,4000,30,93,59,118,116.882,404.43,904,0.604,0.9364,0.271,
5,5000,29,100,80,146,108.65,465.34,879,0.707,0.9087,0.2811,
