generation,tick,alive_agents,total_food,total_plants,total_seeds,mean_energy,mean_age,max_age,mean_fitness,avg_fertility,avg_moisture,wm_rollout_error
1,1000,30,217,109,343,114.352,333.1,694,0.666,0.9527,0.0521,5.4816
2,2000,30,283,163,223,108.607,331.47,673,0.731,0.9436,0.0804,5.16999
3,3000,30,87,79,112,110.747,406.5,985,0.806,0.9477,0.4171,5.02811
4,4000,30,94,85,110,113.648,530.67,998,0.764,0.9403,0.2927,4.18254
5,5000,30,59,68,84,121.147,565.3,997,0.565,0.91,0.3989,3.14068
