generation,tick,alive_agents,total_food,total_plants,total_seeds,mean_energy,mean_age,max_age,mean_fitness,avg_fertility,avg_moisture,wm_rollout_error
1,1000,30,273,289,325,106.956,176.47,340,0.443,0.9354,0.5558,6.42883
2,2000,30,531,409,599,108.683,429.17,908,0.796,0.889,0.526,5.33377
3,3000,30,371,209,688,115.623,526.07,997,0.793,0.8783,0.0797,4.8262
4,4000,30,479,352,725,155.154,537.2,996,0.76,0.8694,0.0943,2.82202
5,5000,30,281,230,628,128.74,491.73,995,0.725,0.9053,0.1213,0.72507
