generation,tick,alive_agents,total_food,total_plants,total_seeds,mean_energy,mean_age,max_age,mean_fitness,avg_fertility,avg_moisture,wm_rollout_error,max_generation,mean_generation,lineages,birth_subsidy,eats_per_agent_per_1k,energy_income_per_tick,energy_burn_per_tick,energy_ratio,body_size_mean,body_size_sd,body_size_bc,visual_acuity_mean,visual_acuity_sd,visual_acuity_bc,diet_mean,diet_sd,diet_bc
1,1000,12,393,258,514,51.803,118.92,183,12.042,0.9297,0.2485,,45,41.25,4,0.6667,5.5,0.7789,3.8252,0.2036,1.3918,0.2998,0.6758,1.2371,0.4033,0.5914,0.1161,0.1966,0.7399
