generation,tick,alive_agents,total_food,total_plants,total_seeds,mean_energy,mean_age,max_age,mean_fitness,avg_fertility,avg_moisture,wm_rollout_error
1,1000,30,315,280,355,97.299,295.5,665,26.102,0.9356,0.8877,5.91388
2,2000,30,569,408,606,120.31,529.73,977,49.817,0.8806,0.9416,5.5885
3,3000,30,579,458,788,122.973,526.23,991,50.793,0.8411,0.8418,5.54705
4,4000,30,543,496,784,131.201,529.97,990,51.392,0.8373,0.9102,4.86046
5,5000,30,587,503,833,123.191,530.63,989,49.867,0.8186,0.6759,4.74306
6,6000,30,653,478,846,143.193,530.07,988,51.286,0.8342,0.4549,4.62148
7,7000,30,396,239,676,120.017,529.07,987,48.909,0.854,0.083,3.45888
