generation,tick,alive_agents,total_food,total_plants,total_seeds,mean_energy,mean_age,max_age,mean_fitness,avg_fertility,avg_moisture,wm_rollout_error
1,1000,30,392,215,391,93.042,396.17,674,28.684,0.9415,0.0676,6.20481
2,2000,30,601,436,736,119.464,381.0,857,30.558,0.8874,0.4796,6.18208
3,3000,30,696,549,947,142.741,428.13,918,39.815,0.8349,0.6088,5.607
4,4000,30,454,529,900,146.981,427.13,917,40.977,0.8433,0.3994,5.6099
5,5000,30,301,594,750,157.101,426.13,916,41.482,0.8397,0.207,4.33052
6,6000,30,959,593,769,163.591,425.13,915,41.956,0.8177,0.4653,3.97196
7,7000,30,271,290,274,148.663,424.13,914,37.268,0.8559,0.2718,3.99482
